Tweet	Offensive	Targeted	Target
@RoxanaPisicutza Numele meu este Dan si vreau sa stii ca eu caut o relatie de prietenie, discreta, plina de sex ocazional.	NOT	NULL	NULL
@victorciutacu Vanam damele de Companie , incercam sa le coordonam si sa facem din ele femei serioase , de casa  . Noi incercam dc reusim , reusim daca nu aia e	NOT	NULL	NULL
Trei noi decese din cauza coronavirus, în România. Bilanțul la nivel național ajunge miercuri la 17 persoane	NOT	NULL	NULL
Treaba cu stirea asta e ca avem acces la substanta si o sa putem face si noi daca e buna	NOT	NULL	NULL
Breaking!!! In toamnă posibil vaccin românesc pentru covid. Timisoara!	NOT	NULL	NULL
dați un bip când vedeți primul influencer recunoscând că a realizat că fost prost în ultimii ani...	NOT	NULL	NULL
@ZoliBara @SorinPaun3 @KlausIohannis Bai oligofrenule, SARS este mult, mult mai agresiv dar mai putin contagios decât COVID, si tu compari CoVid cu Ebola? Esti bolnav psihic. Da cu rudotel, dementule!	OFF	TIN	IND
@IonHermeneanu Mulțumesc din suflet! 🤗	NOT	NULL	NULL
Google Podcasts ajunge şi pe iOS, primeşte o interfaţă nouă în toate versiunile	NOT	NULL	NULL
ANM: Cod portocaliu de viscol şi vânt puternic în mare parte din țară -	NOT	NULL	NULL
@MihaiHristea @Costindte Baieti eu trebuie sa va refuz...sunt in autoizolare! Dar pot sa o trimit pe soacra? 🤪	NOT	NULL	NULL
Gică Hagi îmi da o doză de optimism prin clipul ăsta. Mulțam pt share Emi!	NOT	NULL	NULL
pe strada de lângă casa mea un canal local filmează cum trec oamenii, dacă trece vreun cuplu care face jogging sau o pereche de părinți care au scos la plimbare copii - filmează, dacă trece o singură persoană, sau nu trece nimeni câte 5-10 minute(ce tot se întâmplă) - nu filmează	NOT	NULL	NULL
Londra numai cu armata o poți ține în casă. Același trafic infernal.	NOT	NULL	NULL
ce fraier, pai ce stiau aia de acum 100 de ani, ce stiu eu azi??	NOT	NULL	NULL
A făcut cineva un calcul câți oameni o sa dea in ciroză din cauza depresiei de virus și a izolării forțate? (M-am abținut sa zic “cu nevasta” 😬)	NOT	NULL	NULL
cui ii plac cacaturile de genu sa mi dea n plm unfollow	NOT	NULL	NULL
PNL îmi amintește de cea mai mare mizerie din politica internă postdecembristă: CDR. Vă amintiți de panaramele alea, PNȚCD, USD, PLM. Ciorbea & compania. Era anul și Guvernul #BPÎRL	NOT	NULL	NULL
care ati facut roots struggle tweets bag pula in voi e numa o chestiune de timp pana cand ajung pe cont, singura cititoare de homestuck din tara	OFF	TIN	GRP
Sa nu uitam ca am ajuns aici pentru ca cineva care facea foamea in comunismul chinez, a mancat ce a nimerit si s-a contaminat. Orice altceva e pranoia. #ChineseVirus  #comunismuleboala	NOT	NULL	NULL
Conform proiectului de Ordin, publicat pe site-ul MMAP la câteva zile după confirmarea primului caz de coronavirus în România, peste 14.000 de căprioare care ar urma să fie împușcate de vânători, dacă documentul va fi aprobat, sunt femele și pui.	NOT	NULL	NULL
@TanarulD Iar presiunea uriașă asupra cadrelor medicale(obligate să lucreze in cond improprii)și a populatiei(supusă unor restricții exagerate),conduce la cresterea nr de imbolnaviri,demisii,decese, imposibilit de a mai salva pe nimeni,nici de cov,nici de hepatită saucancer. Imunizarea nat	NOT	NULL	NULL
Cine este Nelu Tataru, propus la Ministerul Sanatatii	NOT	NULL	NULL
La Stampa: Ajutorul rusesc acordat Italiei este aproape inutil	NOT	NULL	NULL
@santaromica De unde stii, ca in articol nu se mentioneaza...	NOT	NULL	NULL
Perchezitii in trei judete si in Bucuresti la persoane care sustineau ca au teste rapide de COVID-19	NOT	NULL	NULL
@Camelia30_0 știe el să flămânzească cu stil, da' nu știe că românu' să golească rafturi cu stil :))	NOT	NULL	NULL
Cea mai mare criză economică din timpul vieții noastre. Cu ce scop? Ce vor să realizeze prin asta? Habar nu avem. Cel mai probabil vor să șteargă toate libertățile noastre și să pună in mișcare primul guvern global.	NOT	NULL	NULL
@raduneagu_ro Și apropo de timp aparent nici tu nu dormi la "ora asta"😂😂	NOT	NULL	NULL
Franța: Elevii dispun de mai multe metode pentru a-și face lecțiile în perioada de carantină	NOT	NULL	NULL
@trivialuvv Nu am mai mancat o shaorma de vreo 2 ani	NOT	NULL	NULL
Ministerul Sănătății precizează că măștile textile şi cele fabricate manual nu ne protejează de coronavirus...	NOT	NULL	NULL
@itmorar Cred ca e românesc, in zonele unde se poartă cămașă și nu maieu cu găurele :)	NOT	NULL	NULL
Unde plm e pisica care zice ca ai comandat PS4 înaintea fraierilor?	NOT	NULL	NULL
@denis26_denise Pai ce contează, da-le dracu drepturi la viață privată!	NOT	NULL	NULL
@vminsoup Dar imi place cum nu au inchis granitele.I-au lasat sa vina.	NOT	NULL	NULL
O gustare nu strică, e momentul în care poți mânca ceva dulce, dar nu mult ține minte că este doar o gustare!	NOT	NULL	NULL
Și niciodată nu a avut nici un regret.	NOT	NULL	NULL
Ce ziceți?Care veniți la un marș împotriva COVID-19? ✌️	NOT	NULL	NULL
ah am vazut niste peachzens atat de frumosi vreau sa ii admir pe toti	NOT	NULL	NULL
Modelul declarației pe propria răspundere a fost actualizat. Detalii despre noua versiune -	NOT	NULL	NULL
@RobertEVoicu 😅Și eu am niște probleme: una din plantele carnivore vrea să devină vegană. Sincer, n-am știut ce să-i răspund, dar cred că o să mut ficusul ceva mai departe.	NOT	NULL	NULL
Mastile pot fi refolosite dupa spalarea la 60 de grade si reprezinta o solutie pentru cei care continua sa fie…	NOT	NULL	NULL
@floaredecactus Nu înțeleg cu se plictisesc oamenii mari. Eu as vrea sa stau acasă, dar nu pot datorită meseriei.	NOT	NULL	NULL
@miyasvape a da ai stiut sa faci?? e greu?? ca nici nu m am uitat pe exercitii	NOT	NULL	NULL
*Spune-mi cu cine te împrieteneşti	NOT	NULL	NULL
Cioc cioc! Primiti cu testarea?	NOT	NULL	NULL
@MarmotaDeCampie Nu, ala numai in SUA se mai gaseste.	NOT	NULL	NULL
@CloneSandman Un ordinar, dă-l în harat	NOT	NULL	NULL
@veronicaelena20 Cred ca o sa fie la fel. Ideea e dacă o sa pot sa ies. Nu avem nici un polițist pe aici sa zică ce i s-a ordonat sa facă dacă dă de speța mea?	NOT	NULL	NULL
Cand spui prostii mai mari decat tine cum ar fi “o sa vaccinam toti bucurestenii”, nu trebuie sa te miri daca iti cere cineva demisia sau dimineata iti dai seama de fabulatia  emisa.	NOT	NULL	NULL
@jendelune sa nu mi spui ca faceti cursuri online ca ma sinucid	NOT	NULL	NULL
Acum, când încă nu este prea târziu, președintele României – votat copleșitor în Diaspora – ar putea sa intervină și să vină la Roma, să discute cu înalte autorități italiene și să revizuiască, eventual, măsurile luate pripit, la ceas de seară.	NOT	NULL	NULL
@Costindte @keyboardriot @ZoliBara @Sorin_Patiu @itmorar Sănătate! 🍻	NOT	NULL	NULL
@danaionescu65 😢😢😢	NOT	NULL	NULL
@chainedrebel *vă dedic (nu-s la primul pahar, scuze) 🤣	NOT	NULL	NULL
Medicii, cercetatorii, se contrazic, ce spun astăzi, mâine se schimbă, nimeni nu e sigur de nimic. Siguri putem fi doar că vom acoperi paguba dar vom face foamea	NOT	NULL	NULL
@btslug Ce plm comunism doamna draga o trecut 31 de ani de atunci ii 2020 get it together	NOT	NULL	NULL
Asta inseamna sustinere intre frati in #vremuri grele	NOT	NULL	NULL
Aviz celor care stau și se uită la știri care mai de care mai halucinante! Nu e momentul să ne aruncăm unii asupra altora! Dragilor, este timpul să ne unim, să fim suflet lângă suflet, acum pe net, apoi, să ne repunem activitatea și țara pe picioare!	NOT	NULL	NULL
doar nu au suferit generații întregi doar ca să anuleze ăștia bacul acum nu e corect 😂	NOT	NULL	NULL
DOAMNE FERESTE YEOSANG SUG PULA DA NU LA METROU CA E UNSANITARY VINO LA MINE ACASA SAU CEVA	NOT	NULL	NULL
Tocmai ce am ascultat asta, cât de frumos, profund și oare cati dintre noi vor înțelege asta?...	NOT	NULL	NULL
#Coronavirus: Nu există nicio dovadă că animalele transmit #COVID-19, însă sunt necesare măsuri de precauţie	NOT	NULL	NULL
@DianaWdr Sunteți tânără...Am văzut și mai și.	NOT	NULL	NULL
@_chuupiter Serialul explica tot mai tarziu :(( si o sa iti iei spoilere majore pentru serial din carte ca sunt structurate diferit	NOT	NULL	NULL
@EPSTEIN_ALIVE EXACT CE PULA MEA NINGE IN TOATA TARA PESTE TOT IN JURU NOSTRU NUMA LA NOI NU	NOT	NULL	NULL
@truicamarius Cu care a organizat lovitura de palat și arestarea lui Antonescu. Al dracu trădător!	NOT	NULL	NULL
În plină pandemie, Vela cu Berbeceanu pun poliția să-l urmărească pe Badea!	NOT	NULL	NULL
@LOVERIHNICKI Traim in Romania ce plm	NOT	NULL	NULL
Dacă tot stăm în casă, și bine facem până scăpăm de virusul acesta nenorocit o să vă spun povestea mea.	NOT	NULL	NULL
Consiliul Concurenței: ”Ieftiniți produsele sanitare sau trecem la rechiziționări!”	NOT	NULL	NULL
Normal dar ăștia sunt de dreapta slugoi sugători de pulă și lingăi de cur căcat, #procurorijigodii #judecatorisantajabili,futu.i în gură de jegoși nenorociți 🖕 🤮	OFF	UNT	NULL
@foreverrainmyg NU POT SA TAC NO CA SI IO PLANG ACIA CA DRACU	NOT	NULL	NULL
@ManoliuValy La tunurile din vremea coronei DNA-ul are interzis. Sunt toate legale.	NOT	NULL	NULL
Alcolicii, bețâvanii șî drogațîî n-au nik. Ei scapă!!!	NOT	NULL	NULL
@i0n1ca O fi de vina infrastructura, aglomeratia, plm 😁	NOT	NULL	NULL
Starea de poezie este o dragoste pentru adevăr. Oricând scriu simt să mărturisesc adevărul din inima mea.	NOT	NULL	NULL
Băi, ce tupeu are nulitatea asta de Ponta, cât de periculos este și cât de otrăvit minte pe la România tv, neîntrerupt de nimeni, care să îi ceară dovezi ptr ‘haratul’ pe care îl mănâncă. Ăsta este genul acela, care face rău și din mormânt	NOT	NULL	NULL
@Name89223362 @MAIRomania ..vai de mămăliga lor ...ce plm fac administratori de reta din MAI ..sau si o freacă la cafea	NOT	NULL	NULL
@Alex_Tikitaka Unde #plm frumoasă că e criminal de frig afară. Plus că plouă de rupe. O fi un mesaj din draft #numaibețșifumaț	NOT	NULL	NULL
@santaromica Asta-i o investitie sub acoperire , fiindca peste vreo suta de ani nici dracu nu mai intra in biserici si atunci se transforma toate in spitale si scoli!	NOT	NULL	NULL
@btsromaniateam @BTS_twt Kdrama mea preferata este tot cu Junki	NOT	NULL	NULL
#video Transportul a sosit din Seoul pe aeroportul Henri Coandă.	NOT	NULL	NULL
Voi ce ati cautat acolo?	NOT	NULL	NULL
Gânditor de la Antena 3: Pentru câteva sute de morți merită să transformăm România într-o țară de coșmar?	NOT	NULL	NULL
@FENTYY00NGI doamne da cat de ratat poate sa fie, nici nu imi pare rau ca ma iau de el	NOT	NULL	NULL
„Ne aşteptăm la ceea ce era şi previzionat”.	NOT	NULL	NULL
Bha jegoșilor din media de ce,, trăznească-vă Dumnezeu și maica domnului îl mai dați pe post și citați din Băsescu ca din Sfintele scripturi pula.n gura voastră de zdrențe și în tot neamul lui,lăsați - l dracului să moară în chinuri dacă nu e la pușcărie	OFF	UNT	NULL
@neamielualarau @MarmotaDeCampie @mihairotar Deja noi ăștia cu #GradinaDinBalcon avem un avantaj în cazul ăsta. 😁 👍	NOT	NULL	NULL
@ingerisidemoni Ăștia cu nirvana sunt cei cu „Steaua fără nume”, „Asia express„, „Clona”, „Dragoste de...”, „Insula iubirii”,„Sacrificiul”,„Scena misterelor”,„Grand prix e. de la chanson” și celelalte avorturi de adormit șerpi.	NOT	NULL	NULL
@sami_dicu Și ție ți s-a întâmplat acest lucru pe live ieri,dar ai rezolvat problema,dar la unii,nu a mers...	NOT	NULL	NULL
Inca stiu Hamilton pe de rost 💞🥴🥴🥴🥴🥴🥴	NOT	NULL	NULL
Absolut totul fac pe telefonul mobil, Asus Zenfone Live L1 cu sistemul de operare, Android 8.00 Oreo!	NOT	NULL	NULL
Ultimă oră! Au murit încă trei pacienţi confirmați cu coronavirus	NOT	NULL	NULL
Ribon dantela bumbac alba  Referinta: YB-PL1501  Pret: 35,00 lei  Ribon dantela fina de bumbac alba.  Comanda aici:   Vezi si alte produse asemanatoare:	NOT	NULL	NULL
@Adriana09347300 Un vecin  si coleg de munca inebunit dupa chestii din astea. Nu dorea sa stie sotia ca ii plac povestile astea. Facea pe suparatul. Avea treaba la masina. Navastasa hotarata avea calduri: Ce Ioane ai treba la masina? Las-o dracu de masina. Nu ne trebuie azi. Azi avem alta treaba.	NOT	NULL	NULL
#DocumentarAGERPRES ROMÂNIA POST-REVOLUŢIE, 1990: Înfiinţarea Serviciului Român de Informaţii -	NOT	NULL	NULL
Astăzi este ziua de naștere a Majestății Sale Margareta. Cu această ocazie, Custodele Coroanei se adresează românilor, vorbind despre noul coronavirus Covid-19 și mulțumind tuturor pentru felicitări și urări. 	NOT	NULL	NULL
Noua Zeelandă: Australianul inculpat pentru atacurile de la Christchurch a pledat vinovat -	NOT	NULL	NULL
@SolomeiC Nu am nici un prieten atat de bun :)	NOT	NULL	NULL
Site-urile pe care guvernul vrea să le închidă pentru fake news sunt funcționale, la aproape 24 de ore de la cererea oficială către ANCOM. Noi articole conspiraționiste	NOT	NULL	NULL
@BlkDeathScythe @_MinuteMan_ Dante ii suge pula lui William. Se pune in genunchi si ii linge bilutele	OFF	TIN	IND
Alte aspecte sunt de condamnat, însă aceasta alegere cu siguranță nu.	NOT	NULL	NULL
„Garsoniera” din padure, ideala pentru meditatie si creatie	NOT	NULL	NULL
@MonicaKrueger67 Să le spună cineva că România este guvernată de "dreapta", nu de socialişti!	NOT	NULL	NULL
@Sorin_Patiu @ingerisidemoni Absolut corect, niște incompetenți care administrează bugete uriașe, responsabili direct cu monitorizarea potențialelor riscuri de epidemii, pandemii, cât și prevenirea acestora. Bugete imense, rezultate zero.	NOT	NULL	NULL
@radusmall @ioanapistol Am avut un caz in familie, 3500 euro elicopterul din delta Dunării pana in București. Sunat, venit, săltat.	NOT	NULL	NULL
@MoiseGuran boss, ce dracu ai facut? cred ca pana acum regreti decizia luata. din pacate, nu mai poti reveni. te-ai stins din viata publica rapid. pacat. as zice ca imi pare rau dar ti-ai facut-o cu mana ta.	NOT	NULL	NULL
Ministrul Economiei anunță că în România se vor produce măști de protecție, combinezoane și biocide...	NOT	NULL	NULL
@gusteru După toată perioada asta; i-aș lua pe toți gușterii ăstia zburători cu legea în mână: Cetățene Armando Marian Cercel care este valoarea automobilului dvs. ? 70.000 € ... bun! Cum ați cumpărat dvs acest bun ? N-aveți o afacere, n-aveți mai mult de 10 clase, n-aveți loc de muncă.	NOT	NULL	NULL
Ministrul Sănătății a demisionat. Victor Costache anunțase aseară că toată populația Bucureștiului va fi testată de COVID-19. Premierul Orban îl propun în locul acestuia pe secretarul de stat Nelu Tătaru.	NOT	NULL	NULL
Cred că mai ştim doar să urâm. Criza din acestea zile ne arată că suntem o naţie de oameni mici, dar care am încercat să-i păcălim pe ceilalţi că suntem mari. (Costel Crângan pentru Blogurile Adevărul)	NOT	NULL	NULL
CE PULA MEA MI SE PUNE ASTA PE TL . DECLARATIE CA MA VRETI PLANSA. OK.	NOT	NULL	NULL
Oameni, lasati dracu conspiratiile si veniti-va in fire.	NOT	NULL	NULL
Noapte bună draga mea! ❤️❤️ Îngerii să te vegheze! 🙏	NOT	NULL	NULL
@OUrsuleac @SorinPaun3 @KlausIohannis don'soara... dumneavoastră meritați sa fiți pitulată doar pentru afirmațiile pe care le faceti...serios! faceți parte si din #FlatEarth society?	NOT	NULL	NULL
te-n plm! Daca asta inseamna frumusete, tre' sa ne in puscam!	OFF	UNT	NULL
@piticu21 "Ignorați-i pe cei care vă zic să stați în casă." - contrar ordonantei, a?	NOT	NULL	NULL
@FlorinU76580281 Buna , in Moldova pana ce stabilă dar va fi trist așa ma gândesc eu , și am înțeles ca nu se dau datele reale oficial . La dvs. ?	NOT	NULL	NULL
@bugmafia @Carlos_Sacalul @Carlos_Sacalul8 Pff...Sunteți dați dracu!	NOT	NULL	NULL
@fings007 Mulțumesc! Seară liniștită!🏕🙏❤🏕🏕🏕	NOT	NULL	NULL
Na plimbare cu o nebuna::)) la Autostrada A1	NOT	NULL	NULL
@gabimacovei Nu treci prin el*. Durează vreo 2 luni acomodarea, o să îți devină instinct.	NOT	NULL	NULL
cacatu dracu unde mi ati dus albumul	NOT	NULL	NULL
@Digi24_HD Parca un ministru zicea acum cateva zile ca cei care profita de starea de urgenta pentru a comite infractiuni pot primi un spor de 2 ani la pedeapsa.	NOT	NULL	NULL
Wimbledon confirmă că ia în calcul atât anularea, cât și amânarea turneului din acest an. Amânarea ar fi dificil de realizat cu succes, din cauza specificului suprafeței de joc. Varianta fără spectatori a fost scoasă din calcul. O decizie ar putea fi luată săptămâna următoare	NOT	NULL	NULL
Guvernul din #Kosovo, demis în plină pandemie de #coronavirus	NOT	NULL	NULL
N-am înţeles de ce fac unii atâta caz că stau acasă. N-aţi mai stat până acum? 😂 De ce ne comportăm de parcă am face un efort supraomenesc. Ridicăm pietre de moară sau ce? 🤦🏼‍♀️	NOT	NULL	NULL
@Martaroblesrod8 @dmtzdmr Îmi este dor de ea de zâmbetul ei de fata ei frumoasa ochii ei care îți arată bunătatea sufletului ei! ❤️ ❤️ ❤️ ❤️	NOT	NULL	NULL
legat de testele rapide facute de PNL: "Testarea rapida este inutilă. Testele încep să se pozitiveze la zece zile de la debutul infecţiei. Între momentul infecţiei şi momentul producerii anticorpilor se scurg 10 -14 zile. Acestea nu au marca."Rafila - Presedintele SRM	NOT	NULL	NULL
@gusteru Ce țigări sunt astea, Dragoș? Nam mai văzut....	NOT	NULL	NULL
@Costindte @OvidiuSky @OfficeTzetze așa bre :D de când te aștept.	NOT	NULL	NULL
Nu am crezut în viața mea că  mâinile mele vor consuma mai mult alcool decât gura ! ☺	NOT	NULL	NULL
Franţa o să aibă și ea peste 10.000 cazuri în curând.	NOT	NULL	NULL
@TanarulD Lasi telefonul acasă si adio orice acuratețe privind mișcarea.	NOT	NULL	NULL
fromjkwithluv "in pula mea" a fost aproape perfect :))))	OFF	TIN	IND
La noi toți sunt acasă și sănătoși...nici un simptom de nici un fel.	NOT	NULL	NULL
@jaunetom Ai de plm, asta o pun la fav pentru la urmatoarea primavara araba. Nu ca n-as fi de acord ca mai bine un criminal in uniforma sau scolit pe la Londra, decat unul in pijamale.	NOT	NULL	NULL
@127scuad Asta stiu da nush sa pun in argumente 🤡🤡	NOT	NULL	NULL
@SirGolan @ingerisidemoni Da, bre. Asa zic și io. În niciun caz nu am cum să zic că parohia mea este motivul răspândirii unei molime!!! Ar fi culmea tâmpeniei. Dar nici extrema aialaltă nu sună bine.	NOT	NULL	NULL
aveam zile când mă gândeam dacă oamenii dintr-un grup social mă plac, acum mă interesează doar dacă îi plac eu pe ei	NOT	NULL	NULL
acum ca va tineti si voi blugii in cuier pe hol putem vb de la egal la egal	NOT	NULL	NULL
@ipostaze @GabrielGiurgiu2 Din pacate unii nici acum, dupa atata timp, nu stiu ca emag listeaza si produse ale unor parteneri si fiecare aplica o taxa de livrare.	NOT	NULL	NULL
Ce a făcut Orban în 30 de ani de când face politică liberală? Care e „magistrala” lui?	NOT	NULL	NULL
Trăim vremuri interesante: după 30 de ani de libertate de mișcare, s-ar putea  întâmpla că, ca să ajungi acasă ca și român blocat in Occident să treci ilegal granița in România. Chiar că asta nu mi-ar fi trecut vreodată prin cap.	NOT	NULL	NULL
@basarab84 😁😄	NOT	NULL	NULL
In acest video este un om care sta pe yn scaun, se dezbraca, se face tot alb, isi pune faina in cap, vată pe față, bețe, si se picteaza (e super ciudat)	NOT	NULL	NULL
A murit scriitorul Paul Goma (fişă biografică) -	NOT	NULL	NULL
PE isi suspenda sesiunile plenare de 4 zile pana in septembrie. Joi voteaza oprirea "zborurile fantoma"	NOT	NULL	NULL
@nicolaeapostu Pe la 23:15 am lăsat treaba asta :))	NOT	NULL	NULL
@octavpelin @ExpresNational Vedem insa o mare coerenta a UE in a nu face nimic in criza actuala.	NOT	NULL	NULL
Nicolai du-te in măta #Amici19	OFF	TIN	IND
@VasuIndia55 Seară frumoasă domnul meu!🏕🏕🏕🏕❤🙏	NOT	NULL	NULL
@oleaberegoi @OliaBraguta Ei văd numai una din Oli takșto... Nici nu știu ce să zic	NOT	NULL	NULL
Pacient cu coronavirus, scos din Spitalul Județean Neamț în maiou! Are dreptate BOR: doar lingurița ne mai poate salva!	NOT	NULL	NULL
emiltoma_av Unii nu au unde plm s-o printeze. Îmi trebuie și dosar cu șină?	NOT	NULL	NULL
Acum ca ai ales scrie in com. ce familie au tu si distreaza te facand cat mai multe familii	NOT	NULL	NULL
Agenția Municipală Pentru Ocuparea Forței de Muncă a Municipiului BUCUREŞTI informează cetățenii cu privire la ŞOMAJUL TEHNIC:   Agenția Municipală pentru Ocuparea Forței de Muncă Bucureşti (AMOFM) pune la dispoziţia angajatorilor sau angajaţilor,…	NOT	NULL	NULL
@CristianMates Râdeți voi râdeți dar acum toată țara e condusă de milițieni... 😥😥😥	NOT	NULL	NULL
PLM ... Pe La Market, Pe La Magazin, Pe La Mega..., PuLa Mâncare	NOT	NULL	NULL
@itmorar @neamielualarau Punguța fără cash, de M. Isărescu	NOT	NULL	NULL
S'a dus dracu vremea dictaturii maimutelor ... haidi pa, ca va scuipa si aia de au crezut in voi.	NOT	NULL	NULL
@TanarulD Ba izolarea virusului la eventualii purtători era posibilă si necesară, dar s-a facut tarziu si prost.	NOT	NULL	NULL
Cum dracu poți sa dai retweet la dubioasa asta????	NOT	NULL	NULL
bai pula mea vreau si eu sa merg la gratarul asta maine firaral dracu de virus nu imi strica planurile	NOT	NULL	NULL
@MarmotaDeCampie Sigur e o sansa.	NOT	NULL	NULL
“UE face apel la Netflix să nu mai ofere streaming pentru filmele în HD”, pe mine nu mă afectează, mă uit doar la cele 4K.	NOT	NULL	NULL
@scstanel 0759106312 acesta este nr meu imi rsspundeti vă rog frumos pe wats up?	NOT	NULL	NULL
@acadelle Em... Curat? Citit? Remi? Chitară? Zacuscă? Meditație? O! Reparație? OMG - Aparent, eu am ce face 😁 ș fără internet :)	NOT	NULL	NULL
Sa pleci cu amanta in Israel si sa aduci familiei COVID-19 asta inseamna sa fii mafiot ! Fatalaii aduc magneti pentru frigider ! 🙈	OFF	TIN	OTH
@denis26_denise Impodobeste Mama bradul😂	NOT	NULL	NULL
atunci când închideai incet uşa frigiderului pentru a vedea cum se stinge lumina	NOT	NULL	NULL
Cum plm sa moara 250 de oameni intr-o zi intr-o tara civilizata???	NOT	NULL	NULL
@Junioru_eu fierbi 500g de ficat vreo 10-15 min, apoi il speli bine. tai 2 cepe mici/medii sau una mare si pui la prajit in ulei de masline (se poate si de floarea soarelui). rumenesti bine ceapa, in proces pui niste unt (~50-75g; eu fac la ochi totul).	NOT	NULL	NULL
Italia, statul membru al UE care a fost până acum cel mai puternic lovit de pandemie, a fost o țintă deosebit de importantă a campaniei de informare chinezească. Recent,  ambasadorul Italiei la UE se plângea că ”numai China“ a răspuns cererii de ajutor a țării sale.	NOT	NULL	NULL
Oare dacă bei single malt după blended, înseamnă că le amesteci? 🥃🥃	NOT	NULL	NULL
@Camelia30_0 Sunt un psiholog de 40 de ani care-ți recită din Varg Vikernes și cunoaște bine discografia Mayhem. Dar m-am gândit să nu vă sperii cu chestii prea dure și-am zis de Slayer. :))	NOT	NULL	NULL
@ioanapistol La banii aia te ia Arafat cu elicopterul. Pe bune.	NOT	NULL	NULL
Care e faza cu testarea a zeci de mii de oameni? Odata testat nu se mai infecteaza sau ce plm!🙄	NOT	NULL	NULL
@ECiocu Cum dracu au făcut asta?🤣🤣🤣	NOT	NULL	NULL
@victorciutacu @basarab84 Absolut ridicol sa scoti armata si cu acele masini speciale, risipa de bani si btw polueaza, atentie, se supara greta!	NOT	NULL	NULL
@CatalinJ15 @i0n1ca Prietene, crezi ca in momentele astea mai e vremea de polemici de asta de cacat?	NOT	NULL	NULL
Buna ziua. Toată lumea a trai naţionalitate străină, în Japonia, sa devina prieteni cu mine.	NOT	NULL	NULL
Aproape 10.000 de teste false pentru depistarea coronavirusului, ridicate de la o firmă care le vindea online	NOT	NULL	NULL
@_lor3scu_ Ahhh, Budeanu...Credeam că e Kempes îmbătrânit.	NOT	NULL	NULL
@bucharestlife Eu am fost. Prin Cismigiu si Calea Victoriei. Putina lume, se sta la distanță, putine mașini. Okish. Civilizat. Nu știu de prin magazine, nu am fost.	NOT	NULL	NULL
@DacianSoros Era filtru la ieșirea din București spre Pitești, de aia era aglomerația aia. În partea aia se duce lumea la muncă.	NOT	NULL	NULL
Și dacă sculamentul omoară coronavirusul ăsta? Apoi tratament pentru sculament și gata. (Da, sunt fan Doctor House)	NOT	NULL	NULL
@w_lemn @SirGolan Franța susține economic vreo 4-5 țări africane : Tunisia, Maroc, Algeria, Congo, etc. Noi pe cine dracu susținem ? 2 milioane de moldoveni ?	NOT	NULL	NULL
@pinguuina @radutimo @MarmotaDeCampie :)) păi înțelege cineva ??	NOT	NULL	NULL
Român aplaudat de medicii din Spania #StaiAcasă si informeaza-te #CuMine...	NOT	NULL	NULL
Cei mai mulţi pacienţi diagnosticaţi cu Covid-19 au între 19 şi 50 de ani.	NOT	NULL	NULL
În ianuarie 2020, Anca Bertea a fost numită la șefia DSP Brașov, printr-un ordin semnat de ministrul Victor Costache.	NOT	NULL	NULL
lino golden a facut piesa cu un manelist 😭😭😭😭	NOT	NULL	NULL
tii bine ce voia lumea, pulimea, prostimea. Pune, bă, boule Klause un premier, fie el și un gunoi ca Cîțu până trece nebunia cu virusul.	OFF	TIN	IND
